code,name,text,type_code,traits,pack_code,illustrator,image_url,xp,faction_code
06002,Mandy Thompson,"[reaction] When an investigator at your location would search their deck or the encounter deck: They may either search 3 additional cards or resolve 1 additional target of the search. (Limit once per round.) [elder_sign] effect: +0. Search the top 3 cards of your deck for a card and either draw it or commit it to this test, if able. Shuffle your deck.",investigator,Assistant|Scholar,tde,Tony Foti,https://arkhamdb.com/bundles/cards/06002.png,0,seeker
06003,Tony Morgan,"You may take an additional action during your turn, which can only be used to engage or fight an enemy with 1 or more bounties on it. [elder_sign] effect: +2. Place 1 bounty on Bounty Contracts.",investigator,Criminal|Hunter,tde,Tony Foti,https://arkhamdb.com/bundles/cards/06003.png,0,rogue
06004,Luke Robinson,You begin the game with Gate Box in play. You may play one event each turn as if you were at a connecting location and engaged with each enemy at that location. [elder_sign] effect: +1. Place 1 charge on Gate Box.,investigator,Dreamer|Drifter|Wayfarer,tde,Cristi Balanescu,https://arkhamdb.com/bundles/cards/06004.png,0,mystic
06005,Patrice Hathaway,"Your maximum hand size is reduced by 3. During each upkeep phase, instead of drawing 1 card, discard all non-weakness cards in your hand and draw until you have 5 cards in hand. [elder_sign] effect: +1. After this test ends, you may shuffle all but 1 card from your discard pile into your deck.",investigator,Performer|Cursed,tde,Magali Villeneuve,https://arkhamdb.com/bundles/cards/06005.png,0,survivor
06006,Becky,"Tommy Muldoon deck only. Uses (2 ammo). Each resource gained from Tommy Muldoon's [reaction] ability may instead be placed on Becky, as ammo. [action] Spend 1 ammo: Fight. You get +2 [combat] and deal +1 damage for this attack.",asset,Item|Weapon|Firearm,tde,Matthew Cowdery,https://arkhamdb.com/bundles/cards/06006.jpg,0,neutral
06007,Rookie Mistake,"Revelation - Discard each asset you control with damage or horror on it. If no assets are discarded by this effect, shuffle Rookie Mistake back into your deck.",treachery,Blunder|Flaw,tde,Owen William Weber,https://arkhamdb.com/bundles/cards/06007.jpg,0,neutral
06008,Occult Evidence,"Mandy Thompson deck only. Shuffle Occult Evidence into your deck. [reaction] When you search your deck and Occult Evidence is among the searched cards, reveal it: Draw it and discover 1 clue at your location. (Max one [[Research]] ability per search.)",event,Insight|Research,tde,Katherine Dinger,https://arkhamdb.com/bundles/cards/06008.jpg,0,neutral
06009,Shocking Discovery,"Revelation - Shuffle Shocking Discovery back into your deck. (If you cannot, discard it and draw the top card of the encounter deck, instead.) Forced - When you search your deck and this card is among the searched cards: Discard it. Cancel the search and all of its effects. Shuffle the searched deck. Draw the top card of the encounter deck.",treachery,Blunder|Mystery,tde,Andreia Ugrai,https://arkhamdb.com/bundles/cards/06009.jpg,0,neutral
06010,Bounty Contracts,"Permanent. Tony Morgan deck only. Uses (6 bounties). [reaction]: After an enemy enters play: Move 1-3 bounties from Bounty Contracts to that enemy, to a maximum of that enemy's health. Forced - After you defeat an enemy with 1 or more bounties on it: Move its bounties to your resource pool, as resources.",asset,Job,tde,Matt Bradbury,https://arkhamdb.com/bundles/cards/06010.jpg,0,neutral
06011,Tony's .38 Long Colt,"Tony Morgan deck only. Uses (3 ammo). [reaction] After you play Tony's .38 Long Colt: Play another Tony's .38 Long Colt from your hand, at no cost. [action] Spend 1 ammo: Fight. You get +1 [combat] for each bounty on the attacked enemy. This attack deals +1 damage. If this attack defeats an enemy with 1 or more bounties on it, place 1 bounty on Bounty Contracts.",asset,Item|Weapon|Firearm,tde,Aleksander Karcz,https://arkhamdb.com/bundles/cards/06011.jpg,0,neutral
06012,Tony's Quarry,"Spawn - Location farthest from Tony Morgan. Aloof. Forced - After Tony's Quarry enters play: Place 1 doom on it. Then, place 1 resource on it (from the token pool) , as a bounty.",enemy,Humanoid|Monster|Deep One,tde,Stephen Somers,https://arkhamdb.com/bundles/cards/06012.jpg,0,neutral
06013,Gate Box,"Luke Robinson deck only. Uses (3 charges). [fast] Exhaust Gate Box and spend 1 charge: Disengage from each enemy engaged with you, search your bonded cards for Dream-Gate (Wondrous Journey) , put it into play, and move to it.",asset,Item|Relic,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06013.jpg,0,neutral
06014,Detached from Reality,"Revelation - If Dream-Gate (Wondrous Journey) is already in play, flip it over. Otherwise, search your bonded cards for Dream-Gate (Pointless Reality) and put it into play. In either case, disengage from each enemy engaged with you and move to Dream-Gate.",treachery,Madness,tde,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/06014.jpg,0,neutral
06015a,Dream-Gate,"Bonded (Gate Box). Dream-Gate is connected to each other revealed location, and vice versa. Enemies and investigators other than Luke Robinson cannot enter Dream-Gate. Forced - At the end of the investigation phase: Set Dream-Gate aside, out of play. (If Luke Robinson is here, move him to any revealed location.)",location,Dreamlands,tde,Frej Agelii,https://arkhamdb.com/bundles/cards/06015a.jpg,0,neutral
06015b,Dream-Gate,"Bonded (Detached from Reality). Enemies and investigators other than Luke Robinson cannot enter Dream-Gate. [reaction] After you successfully investigate Dream-Gate: Flip it. Forced - At the end of the investigation phase: Set Dream-Gate aside, out of play. (If Luke Robinson is here, move him to any revealed location, and he takes 2 horror.)",location,Dreamlands,tde,Frej Agelii,https://arkhamdb.com/bundles/cards/06015b.jpg,0,neutral
06016,Patrice's Violin,Patrice Hathaway deck only. [fast] Choose and discard 1 card from your hand and exhaust Patrice's Violin: Choose an investigator at your location to either gain 1 resource or draw 1 card.,asset,Item|Instrument,tde,Katherine Dinger,https://arkhamdb.com/bundles/cards/06016.jpg,0,neutral
06017,Watcher from Another Dimension,"Peril. Hidden. Hunter. Revelation - Secretly add this enemy to your hand. You may fight or evade this enemy while it is in your hand (as if it were at your location). If you succeed, discard it from your hand. If you fail, spawn it engaged with you. Forced - When your deck runs out of cards, if this enemy is in your hand: It attacks you (from your hand) .",enemy,Monster|Extradimensional,tde,Ben Zweifel,https://arkhamdb.com/bundles/cards/06017.jpg,0,neutral
06018,The Hungering Blade,"Limit 1 per deck. As an additional cost to play this card, you must search your bonded cards for 3 copies of Bloodlust and shuffle them into your deck. [action]: Fight. You get +1 [combat] for this attack for each attached copy of Bloodlust. This attack deals +1 damage. If this attack defeats an enemy, place 1 resource on this card (from the token bank) , as an offering.",asset,Item|Weapon|Melee|Relic|Cursed,tde,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06018.jpg,1,guardian
06019,Bloodlust,"Bonded (The Hungering Blade). Revelation - Remove 2 offerings from The Hungering Blade to attach Bloodlust to it. If you cannot, take 1 horror and shuffle Bloodlust back into your deck. [fast] While attacking with The Hungering Blade, shuffle Bloodlust into your deck: You deal +1 damage for this attack. (Max once per attack.)",treachery,Madness,tde,Patrick McEvoy,https://arkhamdb.com/bundles/cards/06019.jpg,0,neutral
06020,Solemn Vow,"Myriad. Fast. Play Solemn Vow under the control of another investigator at your location. [fast] If the owner of Solemn Vow is at your location, exhaust Solemn Vow: Move 1 damage or horror from a card you control to a card that investigator controls.",asset,Spirit,tde,Andreia Ugrai,https://arkhamdb.com/bundles/cards/06020.jpg,0,guardian
06021,Segment of Onyx,"Myriad. Fast. [fast] If you have 3 copies of Segment of Onyx in play: Set them aside, out of play. Search your bonded cards for Pendant of the Queen and put it into play.",asset,Item|Relic|Occult,tde,Diana Martínez,https://arkhamdb.com/bundles/cards/06021.jpg,1,seeker
06022,Pendant of the Queen,"Bonded (Segment of Onyx). Uses (3 charges). If this card has no charges, set it aside, out of play, and shuffle 3 set-aside copies of Segment of Onyx into your deck. [fast] Exhaust Pendant of the Queen and spend 1 charge: Choose a revealed location and select one - move to that location, discover 1 clue at that location, or automatically evade an enemy at that location.",asset,Item|Relic,tde,Diana Martínez,https://arkhamdb.com/bundles/cards/06022.jpg,0,seeker
06023,Astounding Revelation,"Myriad. Astounding Revelation cannot be played. [reaction] When you search your deck and Astounding Revelation is among the searched cards, discard it: Either gain 2 resources or place 1 secret on an asset you control. (Max one [[Research]] ability per search.)",event,Research,tde,Aleksander Karcz,https://arkhamdb.com/bundles/cards/06023.jpg,0,seeker
06024,Crystallizer of Dreams,"As an additional cost to play this card, you must search your bonded cards for 1 copy of Guardian of the Crystallizer and shuffle it into your deck. [reaction] After you play an event: Attach it facedown to Crystallizer of Dreams instead of discarding it (to a maximum of 5 attached events). Attached events may be committed to skill tests as if they were in your hand.",asset,Item|Relic,tde,Ethan Patrick Harris,https://arkhamdb.com/bundles/cards/06024.jpg,0,rogue
06025,Guardian of the Crystallizer,"Bonded (Crystallizer of Dreams). Hunter. Prey - Investigator with a Crystallizer of Dreams only. Guardian of the Crystallizer enters play exhausted. Forced - If there is no Crystallizer of Dreams in play: Set Guardian of the Crystallizer aside, out of play.",enemy,Monster,tde,Robert Laskey,https://arkhamdb.com/bundles/cards/06025.jpg,0,neutral
06026,Easy Mark,"Myriad. Gain 2 resources and draw 1 card. [reaction] After you play Easy Mark: Play another Easy Mark from your hand, at no cost.",event,Trick,tde,Matt Bradbury,https://arkhamdb.com/bundles/cards/06026.jpg,1,rogue
06027,Stargazing,Max twice per game. Play only if there are 10 or more cards in the encounter deck. Search your bonded cards for 1 copy of The Stars Are Right and shuffle it into the top 10 cards of the encounter deck.,event,Insight|Augury,tde,Adam S. Doyle,https://arkhamdb.com/bundles/cards/06027.jpg,1,mystic
06028,The Stars Are Right,"Bonded (Stargazing). Revelation - Remove The Stars Are Right from the game. Choose an investigator. That investigator draws 1 card, gains 1 resource, and may take an immediate action as if it were their turn (this action does not count toward the number of actions that investigator can take each turn).",event,Augury,tde,Katy Grierson,https://arkhamdb.com/bundles/cards/06028.jpg,0,mystic
06029,Open Gate,Myriad. Fast. Play only during your turn. Attach to your location. Group limit 3 in play. Investigators may move between any two locations with an attached Open Gate as if the locations were connected.,event,Spell,tde,Dleoblack,https://arkhamdb.com/bundles/cards/06029.jpg,0,mystic
06030,Miss Doyle,"Limit 1 per deck. Forced - After Miss Doyle enters play: Search your bonded cards for Hope, Zeal, and Augur. Randomly choose 1 to put into play and shuffle the other 2 into your deck. When Miss Doyle leaves play, find each of those assets (even if they are out of play) and set them aside, out of play.",asset,Ally|Creature|Dreamlands,tde,Bill Thompson,https://arkhamdb.com/bundles/cards/06030.jpg,1,survivor
06031,Hope,"Bonded (Miss Doyle). Fast. Forced - After Hope enters play: Discard Zeal and Augur. [action] If Hope is ready, exhaust or discard him: Evade. Attempt to evade with a base [agility] value of 5. (If you discarded Hope, this test is automatically successful. Then, you may shuffle Hope into your deck to put Zeal or Augur into play from your discard pile.)",asset,Ally|Creature|Dreamlands,tde,Carlos Palma Cruchaga,https://arkhamdb.com/bundles/cards/06031.jpg,0,survivor
06032,Zeal,"Bonded (Miss Doyle). Fast. Forced - After Zeal enters play: Discard Hope and Augur. [action] If Zeal is ready, exhaust or discard her: Fight. Fight with a base [combat] value of 5. (If you discarded Zeal, this test is automatically successful. Then, you may shuffle Zeal into your deck to put Hope or Augur into play from your discard pile.)",asset,Ally|Creature|Dreamlands,tde,Carlos Palma Cruchaga,https://arkhamdb.com/bundles/cards/06032.jpg,0,survivor
06033,Augur,"Bonded (Miss Doyle). Fast. Forced - After Augur enters play: Discard Hope and Zeal. [action] If Augur is ready, exhaust or discard her: Investigate. Investigate with a base [intellect] value of 5. (If you discarded Augur, this test is automatically successful. Then, you may shuffle Augur into your deck to put Hope or Zeal into play from your discard pile.)",asset,Ally|Creature|Dreamlands,tde,Carlos Palma Cruchaga,https://arkhamdb.com/bundles/cards/06033.jpg,0,survivor
